entrancename,day,month,year,endtime_date,day_name,day_type,entervalue,load_timestamp,business_date
Gate2,9,4,2021,2021-04-09 00:00:00.000000,Fri,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
Gate3,9,4,2021,2021-04-09 00:00:00.000000,Fri,Weekday,1239,2024-10-30 08:51:59.000000,2024-10-30
Lift,9,4,2021,2021-04-09 00:00:00.000000,Fri,Weekday,245,2024-10-30 08:51:59.000000,2024-10-30
A1,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,836,2024-10-30 08:51:59.000000,2024-10-30
Bridge,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,1212,2024-10-30 08:51:59.000000,2024-10-30
Gate1,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,1761,2024-10-30 08:51:59.000000,2024-10-30
Gate2,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,987,2024-10-30 08:51:59.000000,2024-10-30
Lift,10,4,2021,2021-04-10 00:00:00.000000,Sat,Weekend,182,2024-10-30 08:51:59.000000,2024-10-30
A1,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,785,2024-10-30 08:51:59.000000,2024-10-30
Bridge,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,1116,2024-10-30 08:51:59.000000,2024-10-30
Gate1,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,1767,2024-10-30 08:51:59.000000,2024-10-30
Gate2,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,7,2024-10-30 08:51:59.000000,2024-10-30
Gate3,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,963,2024-10-30 08:51:59.000000,2024-10-30
Lift,11,4,2021,2021-04-11 00:00:00.000000,Sun,Weekend,207,2024-10-30 08:51:59.000000,2024-10-30
A1,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,209,2024-10-30 08:51:59.000000,2024-10-30
Bridge,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,1250,2024-10-30 08:51:59.000000,2024-10-30
Gate1,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,321,2024-10-30 08:51:59.000000,2024-10-30
Gate2,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
Gate3,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,762,2024-10-30 08:51:59.000000,2024-10-30
Lift,12,4,2021,2021-04-12 00:00:00.000000,Mon,Weekday,156,2024-10-30 08:51:59.000000,2024-10-30
A1,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,164,2024-10-30 08:51:59.000000,2024-10-30
Bridge,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,710,2024-10-30 08:51:59.000000,2024-10-30
Gate1,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,307,2024-10-30 08:51:59.000000,2024-10-30
Gate2,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,437,2024-10-30 08:51:59.000000,2024-10-30
Lift,13,4,2021,2021-04-13 00:00:00.000000,Tue,Weekday,109,2024-10-30 08:51:59.000000,2024-10-30
A1,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,139,2024-10-30 08:51:59.000000,2024-10-30
Bridge,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,600,2024-10-30 08:51:59.000000,2024-10-30
Gate1,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,245,2024-10-30 08:51:59.000000,2024-10-30
Gate2,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,341,2024-10-30 08:51:59.000000,2024-10-30
Lift,14,4,2021,2021-04-14 00:00:00.000000,Wed,Weekday,90,2024-10-30 08:51:59.000000,2024-10-30
A1,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,124,2024-10-30 08:51:59.000000,2024-10-30
Bridge,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,740,2024-10-30 08:51:59.000000,2024-10-30
Gate1,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,308,2024-10-30 08:51:59.000000,2024-10-30
Gate2,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,429,2024-10-30 08:51:59.000000,2024-10-30
Lift,15,4,2021,2021-04-15 00:00:00.000000,Thu,Weekday,98,2024-10-30 08:51:59.000000,2024-10-30
A1,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,208,2024-10-30 08:51:59.000000,2024-10-30
Bridge,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,1186,2024-10-30 08:51:59.000000,2024-10-30
Gate1,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,337,2024-10-30 08:51:59.000000,2024-10-30
Gate2,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,846,2024-10-30 08:51:59.000000,2024-10-30
Lift,16,4,2021,2021-04-16 00:00:00.000000,Fri,Weekday,157,2024-10-30 08:51:59.000000,2024-10-30
A1,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,1,2024-10-30 08:51:59.000000,2024-10-30
B1,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,740,2024-10-30 08:51:59.000000,2024-10-30
Bridge,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,1059,2024-10-30 08:51:59.000000,2024-10-30
Gate1,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,1510,2024-10-30 08:51:59.000000,2024-10-30
Gate2,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,950,2024-10-30 08:51:59.000000,2024-10-30
Lift,17,4,2021,2021-04-17 00:00:00.000000,Sat,Weekend,210,2024-10-30 08:51:59.000000,2024-10-30
A1,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,665,2024-10-30 08:51:59.000000,2024-10-30
Bridge,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,888,2024-10-30 08:51:59.000000,2024-10-30
Gate1,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,1353,2024-10-30 08:51:59.000000,2024-10-30
Gate2,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,752,2024-10-30 08:51:59.000000,2024-10-30
Lift,18,4,2021,2021-04-18 00:00:00.000000,Sun,Weekend,185,2024-10-30 08:51:59.000000,2024-10-30
A1,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
B1,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,199,2024-10-30 08:51:59.000000,2024-10-30
Bridge,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,1233,2024-10-30 08:51:59.000000,2024-10-30
Gate1,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,267,2024-10-30 08:51:59.000000,2024-10-30
Gate2,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,942,2024-10-30 08:51:59.000000,2024-10-30
Lift,19,4,2021,2021-04-19 00:00:00.000000,Mon,Weekday,203,2024-10-30 08:51:59.000000,2024-10-30
A1,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
B1,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,196,2024-10-30 08:51:59.000000,2024-10-30
Bridge,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,1134,2024-10-30 08:51:59.000000,2024-10-30
Gate1,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,317,2024-10-30 08:51:59.000000,2024-10-30
Gate2,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,926,2024-10-30 08:51:59.000000,2024-10-30
Lift,20,4,2021,2021-04-20 00:00:00.000000,Tue,Weekday,173,2024-10-30 08:51:59.000000,2024-10-30
A1,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
B1,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,194,2024-10-30 08:51:59.000000,2024-10-30
Bridge,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,1261,2024-10-30 08:51:59.000000,2024-10-30
Gate1,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,280,2024-10-30 08:51:59.000000,2024-10-30
Gate2,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
Gate3,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,941,2024-10-30 08:51:59.000000,2024-10-30
Lift,21,4,2021,2021-04-21 00:00:00.000000,Wed,Weekday,185,2024-10-30 08:51:59.000000,2024-10-30
A1,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,172,2024-10-30 08:51:59.000000,2024-10-30
Bridge,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,1263,2024-10-30 08:51:59.000000,2024-10-30
Gate1,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,300,2024-10-30 08:51:59.000000,2024-10-30
Gate2,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,952,2024-10-30 08:51:59.000000,2024-10-30
Lift,22,4,2021,2021-04-22 00:00:00.000000,Thu,Weekday,180,2024-10-30 08:51:59.000000,2024-10-30
A1,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
B1,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,231,2024-10-30 08:51:59.000000,2024-10-30
Bridge,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,1213,2024-10-30 08:51:59.000000,2024-10-30
Gate1,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,316,2024-10-30 08:51:59.000000,2024-10-30
Gate2,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,990,2024-10-30 08:51:59.000000,2024-10-30
Lift,23,4,2021,2021-04-23 00:00:00.000000,Fri,Weekday,165,2024-10-30 08:51:59.000000,2024-10-30
A1,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,732,2024-10-30 08:51:59.000000,2024-10-30
Bridge,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,999,2024-10-30 08:51:59.000000,2024-10-30
Gate1,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,1360,2024-10-30 08:51:59.000000,2024-10-30
Gate2,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,878,2024-10-30 08:51:59.000000,2024-10-30
Lift,24,4,2021,2021-04-24 00:00:00.000000,Sat,Weekend,167,2024-10-30 08:51:59.000000,2024-10-30
A1,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,558,2024-10-30 08:51:59.000000,2024-10-30
Bridge,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,785,2024-10-30 08:51:59.000000,2024-10-30
Gate1,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,1127,2024-10-30 08:51:59.000000,2024-10-30
Gate2,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,619,2024-10-30 08:51:59.000000,2024-10-30
Lift,25,4,2021,2021-04-25 00:00:00.000000,Sun,Weekend,168,2024-10-30 08:51:59.000000,2024-10-30
A1,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,122,2024-10-30 08:51:59.000000,2024-10-30
Bridge,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,1054,2024-10-30 08:51:59.000000,2024-10-30
Gate1,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,215,2024-10-30 08:51:59.000000,2024-10-30
Gate2,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,2,2024-10-30 08:51:59.000000,2024-10-30
Gate3,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,867,2024-10-30 08:51:59.000000,2024-10-30
Lift,26,4,2021,2021-04-26 00:00:00.000000,Mon,Weekday,160,2024-10-30 08:51:59.000000,2024-10-30
A1,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,144,2024-10-30 08:51:59.000000,2024-10-30
Bridge,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,1067,2024-10-30 08:51:59.000000,2024-10-30
Gate1,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,230,2024-10-30 08:51:59.000000,2024-10-30
Gate2,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,856,2024-10-30 08:51:59.000000,2024-10-30
Lift,27,4,2021,2021-04-27 00:00:00.000000,Tue,Weekday,120,2024-10-30 08:51:59.000000,2024-10-30
A1,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,138,2024-10-30 08:51:59.000000,2024-10-30
Bridge,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,981,2024-10-30 08:51:59.000000,2024-10-30
Gate1,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,261,2024-10-30 08:51:59.000000,2024-10-30
Gate2,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,868,2024-10-30 08:51:59.000000,2024-10-30
Lift,28,4,2021,2021-04-28 00:00:00.000000,Wed,Weekday,124,2024-10-30 08:51:59.000000,2024-10-30
A1,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,141,2024-10-30 08:51:59.000000,2024-10-30
Bridge,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,1008,2024-10-30 08:51:59.000000,2024-10-30
Gate1,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,249,2024-10-30 08:51:59.000000,2024-10-30
Gate2,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,881,2024-10-30 08:51:59.000000,2024-10-30
Lift,29,4,2021,2021-04-29 00:00:00.000000,Thu,Weekday,165,2024-10-30 08:51:59.000000,2024-10-30
A1,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,197,2024-10-30 08:51:59.000000,2024-10-30
Bridge,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,1133,2024-10-30 08:51:59.000000,2024-10-30
Gate1,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,246,2024-10-30 08:51:59.000000,2024-10-30
Gate2,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,906,2024-10-30 08:51:59.000000,2024-10-30
Lift,30,4,2021,2021-04-30 00:00:00.000000,Fri,Weekday,164,2024-10-30 08:51:59.000000,2024-10-30
A1,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,459,2024-10-30 08:51:59.000000,2024-10-30
Bridge,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,646,2024-10-30 08:51:59.000000,2024-10-30
Gate1,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,930,2024-10-30 08:51:59.000000,2024-10-30
Gate2,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,548,2024-10-30 08:51:59.000000,2024-10-30
Lift,1,5,2021,2021-05-01 00:00:00.000000,Sat,Weekend,116,2024-10-30 08:51:59.000000,2024-10-30
A1,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,653,2024-10-30 08:51:59.000000,2024-10-30
Bridge,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,633,2024-10-30 08:51:59.000000,2024-10-30
Gate1,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,1327,2024-10-30 08:51:59.000000,2024-10-30
Gate2,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,684,2024-10-30 08:51:59.000000,2024-10-30
Lift,2,5,2021,2021-05-02 00:00:00.000000,Sun,Weekend,137,2024-10-30 08:51:59.000000,2024-10-30
A1,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
B1,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,80,2024-10-30 08:51:59.000000,2024-10-30
Bridge,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,600,2024-10-30 08:51:59.000000,2024-10-30
Gate1,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,227,2024-10-30 08:51:59.000000,2024-10-30
Gate2,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,486,2024-10-30 08:51:59.000000,2024-10-30
Lift,3,5,2021,2021-05-03 00:00:00.000000,Mon,Weekday,82,2024-10-30 08:51:59.000000,2024-10-30
A1,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,107,2024-10-30 08:51:59.000000,2024-10-30
Bridge,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,556,2024-10-30 08:51:59.000000,2024-10-30
Gate1,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,190,2024-10-30 08:51:59.000000,2024-10-30
Gate2,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
Gate3,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,478,2024-10-30 08:51:59.000000,2024-10-30
Lift,4,5,2021,2021-05-04 00:00:00.000000,Tue,Weekday,97,2024-10-30 08:51:59.000000,2024-10-30
A1,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,132,2024-10-30 08:51:59.000000,2024-10-30
Bridge,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,990,2024-10-30 08:51:59.000000,2024-10-30
Gate1,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,225,2024-10-30 08:51:59.000000,2024-10-30
Gate2,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,887,2024-10-30 08:51:59.000000,2024-10-30
Lift,5,5,2021,2021-05-05 00:00:00.000000,Wed,Weekday,150,2024-10-30 08:51:59.000000,2024-10-30
A1,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,107,2024-10-30 08:51:59.000000,2024-10-30
Bridge,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,846,2024-10-30 08:51:59.000000,2024-10-30
Gate1,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,218,2024-10-30 08:51:59.000000,2024-10-30
Gate2,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,792,2024-10-30 08:51:59.000000,2024-10-30
Lift,6,5,2021,2021-05-06 00:00:00.000000,Thu,Weekday,129,2024-10-30 08:51:59.000000,2024-10-30
A1,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,82,2024-10-30 08:51:59.000000,2024-10-30
Bridge,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,770,2024-10-30 08:51:59.000000,2024-10-30
Gate1,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,214,2024-10-30 08:51:59.000000,2024-10-30
Gate2,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
Gate3,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,835,2024-10-30 08:51:59.000000,2024-10-30
Lift,7,5,2021,2021-05-07 00:00:00.000000,Fri,Weekday,106,2024-10-30 08:51:59.000000,2024-10-30
A1,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
B1,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,422,2024-10-30 08:51:59.000000,2024-10-30
Bridge,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,470,2024-10-30 08:51:59.000000,2024-10-30
Gate1,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,919,2024-10-30 08:51:59.000000,2024-10-30
Gate2,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,551,2024-10-30 08:51:59.000000,2024-10-30
Lift,8,5,2021,2021-05-08 00:00:00.000000,Sat,Weekend,116,2024-10-30 08:51:59.000000,2024-10-30
A1,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,1,2024-10-30 08:51:59.000000,2024-10-30
B1,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,474,2024-10-30 08:51:59.000000,2024-10-30
Bridge,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,508,2024-10-30 08:51:59.000000,2024-10-30
Gate1,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,1013,2024-10-30 08:51:59.000000,2024-10-30
Gate2,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,565,2024-10-30 08:51:59.000000,2024-10-30
Lift,9,5,2021,2021-05-09 00:00:00.000000,Sun,Weekend,114,2024-10-30 08:51:59.000000,2024-10-30
A1,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,1,2024-10-30 08:51:59.000000,2024-10-30
B1,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,108,2024-10-30 08:51:59.000000,2024-10-30
Bridge,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,754,2024-10-30 08:51:59.000000,2024-10-30
Gate1,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,177,2024-10-30 08:51:59.000000,2024-10-30
Gate2,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,784,2024-10-30 08:51:59.000000,2024-10-30
Lift,10,5,2021,2021-05-10 00:00:00.000000,Mon,Weekday,122,2024-10-30 08:51:59.000000,2024-10-30
A1,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
B1,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,87,2024-10-30 08:51:59.000000,2024-10-30
Bridge,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,705,2024-10-30 08:51:59.000000,2024-10-30
Gate1,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,194,2024-10-30 08:51:59.000000,2024-10-30
Gate2,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,0,2024-10-30 08:51:59.000000,2024-10-30
Gate3,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,764,2024-10-30 08:51:59.000000,2024-10-30
Lift,11,5,2021,2021-05-11 00:00:00.000000,Tue,Weekday,135,2024-10-30 08:51:59.000000,2024-10-30
